0,7
0,38
0,6
0,40
1,18
1,19
2,19
2,37
3,4
3,8
3,41
4,5
4,10
5,26
6,7
6,40
6,33
7,36
8,9
8,10
8,3
10,11
11,12
12,13
14,15
14,16
14,19
15,16
15,43
16,17
17,33
17,44
18,1
19,20
19,2
20,27
20,30
20,44
21,22
21,25
22,26
22,40
23,24
23,41
24,25
25,27
26,22
26,41
27,20
27,25
27,44
28,24
28,29
29,30
30,31
30,29
31,32
32,37
32,39
33,34
33,35
33,42
33,17
34,35
35,34
36,7
37,32
37,39
38,0
39,32
39,37
40,6
40,33
40,22
40,0
41,23
41,26
41,3
42,33
42,43
43,15
43,42
44,27
44,20
44,17
45,38
